epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,165.1,0.99166,1.33742,1.26199,0.86189,0.66954,0.77153,0.60882,0.74639,0.97693,1.12921,0.000764086,0.000764086,0.000764086
49,169.872,0.91681,1.29556,1.23339,0.74222,0.74799,0.80363,0.64473,0.77633,0.94827,1.16071,0.000749939,0.000749939,0.000749939
50,174.669,0.92267,1.27633,1.24121,0.52577,0.71194,0.64057,0.52134,0.77369,1.2168,1.17263,0.000735792,0.000735792,0.000735792
51,179.252,0.93133,1.19185,1.24252,0.5357,0.75425,0.70401,0.57873,0.73389,1.10181,1.17197,0.000721645,0.000721645,0.000721645
52,183.374,0.97045,1.31465,1.25447,0.63479,0.67982,0.74058,0.60196,0.74424,1.07565,1.18235,0.000707498,0.000707498,0.000707498
53,185.392,0.9066,1.23646,1.21398,0.6837,0.65276,0.72634,0.59437,0.73762,1.00064,1.18085,0.000693351,0.000693351,0.000693351
54,187.417,0.90056,1.33288,1.19847,0.54517,0.62371,0.59832,0.49045,0.78366,1.18532,1.18782,0.000679204,0.000679204,0.000679204
55,189.424,0.89569,1.25317,1.2223,0.76796,0.69575,0.77995,0.61787,0.82304,0.92403,1.2167,0.000665057,0.000665057,0.000665057
56,191.478,0.86664,1.18169,1.19299,0.74734,0.67252,0.7289,0.58141,0.78386,1.00694,1.19428,0.000650909,0.000650909,0.000650909
57,193.492,0.92949,1.25878,1.25342,0.63588,0.74796,0.74853,0.5956,0.74923,1.02359,1.16648,0.000636762,0.000636762,0.000636762
58,195.546,0.97176,1.29707,1.27163,0.83341,0.62018,0.74174,0.61245,0.67715,1.07127,1.13436,0.000622615,0.000622615,0.000622615
59,197.573,0.96024,1.29102,1.23099,0.87265,0.67828,0.78614,0.66591,0.64284,0.99332,1.11062,0.000608468,0.000608468,0.000608468
60,199.657,0.84312,1.12707,1.17968,0.67563,0.69404,0.77316,0.63676,0.71684,1.01303,1.1753,0.000594321,0.000594321,0.000594321
61,201.716,0.83849,1.09142,1.15914,0.89529,0.66872,0.83881,0.68263,0.74444,0.90657,1.1753,0.000580174,0.000580174,0.000580174
62,203.802,0.8976,1.18159,1.19311,0.88067,0.70808,0.84482,0.70276,0.74106,0.79514,1.14484,0.000566027,0.000566027,0.000566027
63,205.88,0.80751,1.08117,1.15176,0.86471,0.68331,0.81344,0.66689,0.74271,0.84262,1.16889,0.00055188,0.00055188,0.00055188
64,207.958,0.83305,1.16571,1.15918,0.78922,0.70264,0.78543,0.62767,0.77547,0.9513,1.17591,0.000537733,0.000537733,0.000537733
65,210.05,0.90755,1.15004,1.23633,0.79083,0.74048,0.80285,0.64489,0.75288,0.94804,1.16407,0.000523586,0.000523586,0.000523586
66,212.142,0.8366,1.11318,1.16181,0.82491,0.69129,0.81805,0.64095,0.76067,0.91832,1.16972,0.000509438,0.000509438,0.000509438
67,214.696,0.8658,1.08844,1.20455,0.69339,0.71506,0.79741,0.64137,0.77639,0.95586,1.15758,0.000495291,0.000495291,0.000495291
68,219.376,0.82548,1.02788,1.1576,0.67541,0.68797,0.78327,0.62321,0.70653,0.90947,1.12085,0.000481144,0.000481144,0.000481144
69,224.138,0.75904,1.01302,1.12358,0.69742,0.73606,0.78019,0.62508,0.7169,0.88192,1.14004,0.000466997,0.000466997,0.000466997
70,228.708,0.84855,1.03907,1.16567,0.78948,0.6775,0.80007,0.62792,0.73515,0.90855,1.12973,0.00045285,0.00045285,0.00045285
71,233.291,0.81772,1.0225,1.14687,0.68365,0.68565,0.78,0.61904,0.75711,0.97407,1.14366,0.000438703,0.000438703,0.000438703
72,238.027,0.84738,1.06499,1.17121,0.69374,0.69471,0.76454,0.63375,0.70076,0.91449,1.10543,0.000424556,0.000424556,0.000424556
73,242.604,0.8079,1.0049,1.15686,0.81019,0.67569,0.8,0.65014,0.72142,0.89622,1.13191,0.000410409,0.000410409,0.000410409
74,247.131,0.77073,0.97729,1.12128,0.842,0.66013,0.8127,0.65225,0.78373,0.90176,1.18749,0.000396262,0.000396262,0.000396262
75,251.706,0.81352,1.01609,1.13977,0.65119,0.7843,0.8085,0.65453,0.76341,0.88693,1.19009,0.000382115,0.000382115,0.000382115
76,256.296,0.85795,1.08032,1.16857,0.71399,0.6561,0.76219,0.63187,0.70812,0.88979,1.14109,0.000367967,0.000367967,0.000367967
77,260.896,0.78221,0.95898,1.11912,0.84186,0.59674,0.77868,0.6441,0.71351,0.89052,1.13369,0.00035382,0.00035382,0.00035382
78,265.408,0.78067,0.95787,1.15027,0.75289,0.62594,0.77128,0.64857,0.68016,0.91192,1.09623,0.000339673,0.000339673,0.000339673
79,270.042,0.81799,1.00383,1.16913,0.73927,0.70526,0.79459,0.68873,0.66211,0.8855,1.0783,0.000325526,0.000325526,0.000325526
80,274.795,0.79981,1.03358,1.14349,0.69355,0.79887,0.8153,0.68713,0.64117,0.85507,1.06925,0.000311379,0.000311379,0.000311379
81,279.679,0.78621,0.97242,1.12343,0.81637,0.72736,0.79795,0.65958,0.68949,0.88329,1.08953,0.000297232,0.000297232,0.000297232
82,284.733,0.72108,0.93087,1.11388,0.77522,0.70108,0.78204,0.65044,0.72776,0.93257,1.11492,0.000283085,0.000283085,0.000283085
83,289.541,0.76318,0.97574,1.14665,0.78969,0.70463,0.8069,0.67924,0.69526,0.84263,1.0942,0.000268938,0.000268938,0.000268938
84,294.261,0.83245,1.05775,1.18029,0.83353,0.67167,0.79596,0.66315,0.65716,0.84818,1.0621,0.000254791,0.000254791,0.000254791
85,296.261,0.82137,0.99518,1.15289,0.80133,0.67893,0.79615,0.65561,0.64164,0.88051,1.06046,0.000240644,0.000240644,0.000240644
86,298.307,0.72941,0.865,1.09091,0.8504,0.65633,0.77416,0.65468,0.65818,0.90849,1.0758,0.000226497,0.000226497,0.000226497
87,300.312,0.78338,0.93249,1.12078,0.85566,0.6504,0.76822,0.65051,0.68476,0.91636,1.10339,0.000212349,0.000212349,0.000212349
88,302.362,0.76867,0.88807,1.10292,0.90292,0.66119,0.80348,0.68023,0.66432,0.83126,1.08453,0.000198202,0.000198202,0.000198202
89,304.416,0.73805,0.89977,1.1226,0.92425,0.64207,0.82325,0.6916,0.65014,0.81366,1.0716,0.000184055,0.000184055,0.000184055
90,306.459,0.68644,0.85128,1.08787,0.94929,0.63557,0.8269,0.68762,0.66372,0.79028,1.07557,0.000169908,0.000169908,0.000169908
91,323.681,0.6444,0.82291,1.14532,0.82805,0.69799,0.84078,0.69693,0.66675,0.79619,1.0833,0.000155761,0.000155761,0.000155761
92,325.712,0.66178,0.76039,1.17534,0.88677,0.67716,0.82554,0.68203,0.68687,0.8467,1.10599,0.000141614,0.000141614,0.000141614
93,327.706,0.59124,0.69011,1.1114,0.91622,0.62931,0.8143,0.65876,0.68288,0.86728,1.10649,0.000127467,0.000127467,0.000127467
94,329.705,0.59092,0.71344,1.10703,0.90197,0.63127,0.81375,0.66452,0.6778,0.85647,1.09708,0.00011332,0.00011332,0.00011332
95,331.697,0.54486,0.64208,1.04991,0.86991,0.6676,0.81384,0.67115,0.67644,0.84246,1.08422,9.91726e-05,9.91726e-05,9.91726e-05
96,333.707,0.54677,0.5347,1.08571,0.9294,0.65189,0.82837,0.68563,0.67889,0.82216,1.07582,8.50255e-05,8.50255e-05,8.50255e-05
97,335.692,0.5489,0.60393,1.04389,0.92936,0.65852,0.83279,0.68987,0.68465,0.80317,1.08127,7.08784e-05,7.08784e-05,7.08784e-05
98,337.732,0.56114,0.60282,1.07569,0.84376,0.7235,0.83988,0.69412,0.69512,0.79619,1.09106,5.67313e-05,5.67313e-05,5.67313e-05
99,339.73,0.5206,0.54613,1.08196,0.89648,0.7062,0.84182,0.69075,0.69392,0.79649,1.09202,4.25842e-05,4.25842e-05,4.25842e-05
100,341.76,0.54508,0.53495,1.06952,0.86882,0.73637,0.83139,0.68636,0.69172,0.78845,1.09753,2.84371e-05,2.84371e-05,2.84371e-05
