epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,97.4162,0.63116,0.66321,1.00856,0.94903,0.75862,0.79241,0.7054,0.54765,0.52276,0.78258,0.0008714,0.0008714,0.0008714
59,100.258,0.57303,0.61574,1.01181,0.88451,0.79229,0.79421,0.69746,0.56097,0.51822,0.77622,0.0008516,0.0008516,0.0008516
60,103.287,0.67968,0.63239,1.08883,0.95501,0.7931,0.80264,0.72072,0.56355,0.53764,0.77457,0.0008318,0.0008318,0.0008318
61,106.255,0.64625,0.64407,1.02674,0.94943,0.7931,0.80375,0.72471,0.54561,0.54032,0.76702,0.000812,0.000812,0.000812
62,109.351,0.62627,0.61911,1.01224,0.94431,0.7931,0.81405,0.72458,0.52883,0.57605,0.74443,0.0007922,0.0007922,0.0007922
63,112.248,0.62286,0.61939,1.02357,0.91164,0.7931,0.80818,0.73247,0.51212,0.55382,0.7344,0.0007724,0.0007724,0.0007724
64,115.035,0.61695,0.6103,1.03172,0.98955,0.75862,0.81232,0.70772,0.50355,0.5211,0.72363,0.0007526,0.0007526,0.0007526
65,117.708,0.59447,0.62942,1.01231,0.99472,0.75862,0.80956,0.70854,0.51343,0.54672,0.72723,0.0007328,0.0007328,0.0007328
66,120.582,0.58517,0.59181,1.01275,0.99856,0.75862,0.80864,0.71059,0.52154,0.57415,0.73491,0.000713,0.000713,0.000713
67,123.295,0.63473,0.63754,1.04699,0.95344,0.7931,0.81882,0.71435,0.535,0.51588,0.7353,0.0006932,0.0006932,0.0006932
68,126.154,0.54328,0.56548,0.98611,0.95365,0.7931,0.8399,0.73142,0.56238,0.48747,0.75818,0.0006734,0.0006734,0.0006734
69,128.949,0.64832,0.65099,1.04433,0.95556,0.7931,0.84243,0.73359,0.55117,0.51265,0.75444,0.0006536,0.0006536,0.0006536
70,132.047,0.57654,0.54906,1.02026,0.95721,0.7931,0.83436,0.74796,0.49624,0.52399,0.72343,0.0006338,0.0006338,0.0006338
71,134.976,0.60066,0.60917,0.99297,0.9581,0.7931,0.83112,0.74864,0.45975,0.51366,0.69331,0.000614,0.000614,0.000614
72,137.837,0.54841,0.55732,0.97739,0.90523,0.7931,0.82061,0.73852,0.44066,0.54605,0.67827,0.0005942,0.0005942,0.0005942
