epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,104.673,0.87455,0.78023,1.16384,0.89337,0.69824,0.82069,0.56271,0.77681,0.64613,1.01678,0.0008714,0.0008714,0.0008714
59,106.432,0.84226,0.73351,1.15089,0.91092,0.69444,0.79252,0.55995,0.77663,0.62636,1.02398,0.0008516,0.0008516,0.0008516
60,108.216,0.88508,0.79288,1.18775,0.94611,0.69444,0.80417,0.58322,0.71169,0.57669,0.98826,0.0008318,0.0008318,0.0008318
61,109.966,0.8623,0.73361,1.17485,0.98654,0.65278,0.79754,0.56088,0.76847,0.61062,1.03332,0.000812,0.000812,0.000812
62,111.72,0.85504,0.7536,1.14958,0.96925,0.625,0.78802,0.55302,0.75949,0.6435,1.03832,0.0007922,0.0007922,0.0007922
63,113.491,0.80149,0.66953,1.11599,0.81443,0.72222,0.78285,0.56416,0.7333,0.6132,1.04457,0.0007724,0.0007724,0.0007724
64,115.234,0.84092,0.71477,1.15161,0.89163,0.68568,0.79304,0.56398,0.72558,0.58145,1.01917,0.0007526,0.0007526,0.0007526
65,117.031,0.85907,0.70586,1.14079,0.84988,0.72222,0.80061,0.56775,0.73564,0.60855,1.01677,0.0007328,0.0007328,0.0007328
66,118.804,0.84603,0.75743,1.16287,0.99016,0.69444,0.78437,0.58491,0.69997,0.62405,0.98798,0.000713,0.000713,0.000713
67,120.583,0.84717,0.74028,1.15298,0.98066,0.70435,0.79665,0.58026,0.69977,0.56443,0.96169,0.0006932,0.0006932,0.0006932
68,122.328,0.84647,0.76253,1.15506,1,0.70407,0.81067,0.56641,0.77647,0.56475,0.9989,0.0006734,0.0006734,0.0006734
69,124.09,0.7628,0.65082,1.08602,0.92992,0.72222,0.81859,0.5657,0.76973,0.56108,1.01222,0.0006536,0.0006536,0.0006536
70,125.852,0.89036,0.77106,1.18548,0.932,0.7615,0.82001,0.59905,0.71463,0.54978,0.99453,0.0006338,0.0006338,0.0006338
71,127.595,0.85592,0.7388,1.1404,0.94304,0.73611,0.802,0.58906,0.74672,0.58366,1.0134,0.000614,0.000614,0.000614
72,129.393,0.84856,1.04515,1.17,0.9094,0.76389,0.80576,0.59926,0.74937,0.56963,1.02881,0.0005942,0.0005942,0.0005942
73,131.181,0.80318,0.68238,1.14602,0.93573,0.73611,0.79835,0.61089,0.72011,0.57074,1.00703,0.0005744,0.0005744,0.0005744
74,132.941,0.73829,0.71427,1.09027,0.96143,0.70833,0.79335,0.60477,0.72577,0.56537,1.013,0.0005546,0.0005546,0.0005546
75,134.747,0.80068,0.68848,1.12859,0.94419,0.70491,0.81284,0.59348,0.74421,0.56122,1.00925,0.0005348,0.0005348,0.0005348
76,136.483,0.79064,0.66859,1.11582,0.87174,0.81944,0.84344,0.63323,0.65406,0.49983,0.93842,0.000515,0.000515,0.000515
77,138.268,0.87731,0.86783,1.1766,0.90611,0.80428,0.84259,0.64226,0.62842,0.48076,0.92094,0.0004952,0.0004952,0.0004952
78,140.13,0.76819,0.65437,1.10345,0.90145,0.76232,0.83058,0.6369,0.63222,0.48911,0.92374,0.0004754,0.0004754,0.0004754
79,141.938,0.85975,0.68793,1.20169,0.91253,0.68056,0.78286,0.59785,0.69387,0.57945,0.95916,0.0004556,0.0004556,0.0004556
80,143.683,0.737,0.63409,1.09813,0.98413,0.65278,0.78519,0.5967,0.7133,0.5996,0.96223,0.0004358,0.0004358,0.0004358
81,145.454,0.83777,0.77073,1.12272,0.97989,0.67672,0.79393,0.6083,0.68463,0.59337,0.95295,0.000416,0.000416,0.000416
82,147.261,0.81101,0.70647,1.10439,0.97706,0.69444,0.81258,0.62467,0.67175,0.54483,0.96088,0.0003962,0.0003962,0.0003962
