epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,92.621,1.08475,0.99041,1.29753,0.90634,0.8,0.85821,0.57138,0.89473,0.84813,1.19689,0.0013268,0.0013268,0.0013268
36,96.1191,1.06155,0.94822,1.37084,0.76644,0.80782,0.81215,0.56976,0.89726,0.7725,1.19301,0.001307,0.001307,0.001307
37,99.7594,1.02911,0.94275,1.26892,0.76581,0.76923,0.80983,0.56268,0.84991,0.73958,1.19155,0.0012872,0.0012872,0.0012872
38,103.287,0.95967,0.93823,1.2361,0.861,0.70769,0.76748,0.53332,0.90222,0.88483,1.22633,0.0012674,0.0012674,0.0012674
39,106.784,1.01443,0.95073,1.28101,0.90615,0.74275,0.85162,0.60609,0.82689,0.72515,1.1387,0.0012476,0.0012476,0.0012476
40,110.6,0.99114,0.88899,1.22587,0.78132,0.78462,0.82237,0.56811,0.81853,0.79682,1.13396,0.0012278,0.0012278,0.0012278
41,114.253,1.06345,0.91428,1.22545,0.78627,0.81538,0.84347,0.61144,0.82042,0.76826,1.11495,0.001208,0.001208,0.001208
42,118.075,1.01818,0.88838,1.25027,0.84308,0.83077,0.85727,0.63948,0.73168,0.69097,1.0731,0.0011882,0.0011882,0.0011882
43,121.965,0.89658,0.85468,1.19191,0.76689,0.75925,0.80266,0.6001,0.81126,0.71948,1.10718,0.0011684,0.0011684,0.0011684
44,125.635,0.94102,0.84383,1.21185,0.90707,0.70769,0.80492,0.56583,0.9111,0.85123,1.14994,0.0011486,0.0011486,0.0011486
45,129.098,0.94928,0.89029,1.21271,0.90029,0.72308,0.80658,0.56001,0.85664,0.81058,1.12841,0.0011288,0.0011288,0.0011288
46,132.589,0.88944,0.81811,1.19059,0.859,0.83077,0.86835,0.61327,0.85408,0.60278,1.13291,0.001109,0.001109,0.001109
47,136.234,0.88172,0.77452,1.17897,0.90847,0.76923,0.86019,0.63428,0.76383,0.55603,1.06296,0.0010892,0.0010892,0.0010892
48,139.687,1.01369,0.89404,1.24804,0.94279,0.72308,0.85321,0.62162,0.76135,0.56684,1.05976,0.0010694,0.0010694,0.0010694
49,143.136,1.00222,0.88607,1.20198,0.95847,0.83077,0.85793,0.63747,0.73498,0.58387,1.07225,0.0010496,0.0010496,0.0010496
50,146.51,0.92448,0.84122,1.1713,0.8447,0.83682,0.85857,0.64558,0.73908,0.55902,1.08033,0.0010298,0.0010298,0.0010298
51,150.23,0.88975,0.78073,1.19078,0.95347,0.78462,0.85182,0.62984,0.74838,0.56084,1.06975,0.00101,0.00101,0.00101
52,153.575,1.02378,0.92064,1.26298,0.98924,0.78462,0.86353,0.64464,0.6982,0.56942,1.03928,0.0009902,0.0009902,0.0009902
53,157.066,0.94558,0.87622,1.20091,0.93178,0.84615,0.87407,0.65198,0.68776,0.60287,1.0039,0.0009704,0.0009704,0.0009704
54,160.637,0.85342,0.86386,1.16835,0.89798,0.81252,0.85089,0.64259,0.75379,0.61057,1.04486,0.0009506,0.0009506,0.0009506
55,164.01,0.87284,0.78054,1.15365,0.91711,0.8,0.85179,0.63602,0.75543,0.55522,1.04102,0.0009308,0.0009308,0.0009308
56,167.639,0.93324,0.77427,1.20421,0.93076,0.83077,0.86292,0.62684,0.74771,0.56607,1.03155,0.000911,0.000911,0.000911
57,171.101,0.8861,0.77599,1.1675,0.94238,0.81538,0.85621,0.64458,0.72262,0.56908,1.02103,0.0008912,0.0008912,0.0008912
58,174.726,0.90916,0.75708,1.1765,1,0.76745,0.8473,0.65458,0.71095,0.55715,1.00826,0.0008714,0.0008714,0.0008714
59,178.287,0.84154,0.73317,1.13966,0.98009,0.75719,0.86357,0.64558,0.70616,0.53905,1.02028,0.0008516,0.0008516,0.0008516
60,181.98,0.88373,0.78754,1.15265,0.98106,0.79693,0.87497,0.65116,0.69486,0.54739,1.01583,0.0008318,0.0008318,0.0008318
61,185.404,0.88477,0.8238,1.15539,0.94401,0.81538,0.87318,0.63284,0.74756,0.53032,1.04231,0.000812,0.000812,0.000812
62,188.878,0.85422,0.74992,1.11586,0.96582,0.8,0.86213,0.66365,0.71235,0.50704,1.01329,0.0007922,0.0007922,0.0007922
63,192.456,0.89856,0.81335,1.19445,0.91078,0.83077,0.85458,0.64169,0.70244,0.54855,1.01514,0.0007724,0.0007724,0.0007724
64,196.064,0.85512,0.82551,1.12963,0.91143,0.8,0.83923,0.63394,0.73534,0.55239,1.04014,0.0007526,0.0007526,0.0007526
65,199.564,0.84063,0.70514,1.1161,0.92293,0.81538,0.8604,0.64937,0.71257,0.55786,1.0343,0.0007328,0.0007328,0.0007328
66,203.286,0.91066,0.72513,1.22333,0.90945,0.86154,0.87164,0.66828,0.67838,0.51113,1.00677,0.000713,0.000713,0.000713
67,206.695,0.85688,0.68222,1.11695,0.93267,0.85251,0.88094,0.66284,0.73773,0.52087,1.01388,0.0006932,0.0006932,0.0006932
68,210.401,0.88589,0.76916,1.15162,0.92357,0.81538,0.8679,0.64892,0.75841,0.54337,1.03446,0.0006734,0.0006734,0.0006734
69,213.869,0.77593,0.65685,1.09145,0.93042,0.8229,0.87586,0.66186,0.69939,0.50458,1.03431,0.0006536,0.0006536,0.0006536
70,217.401,0.84233,0.69905,1.16036,0.99098,0.81538,0.88731,0.65482,0.72233,0.48198,1.04578,0.0006338,0.0006338,0.0006338
71,220.924,0.88732,0.79403,1.14566,0.93284,0.85482,0.88557,0.66867,0.74553,0.50604,1.03116,0.000614,0.000614,0.000614
72,224.335,0.83418,0.72747,1.14129,0.99562,0.81538,0.87858,0.67475,0.68802,0.50315,1.0045,0.0005942,0.0005942,0.0005942
73,227.868,0.94428,0.8485,1.22579,0.95828,0.86154,0.88618,0.67773,0.67737,0.4957,0.99927,0.0005744,0.0005744,0.0005744
74,231.753,0.80697,0.75967,1.12894,0.96437,0.83288,0.884,0.67806,0.67734,0.48411,1.00022,0.0005546,0.0005546,0.0005546
75,234.56,0.76009,0.68396,1.11531,0.96568,0.84615,0.88512,0.67859,0.67718,0.4584,0.98631,0.0005348,0.0005348,0.0005348
76,236.939,0.78219,0.67608,1.09028,1,0.84454,0.88929,0.68657,0.65304,0.46666,0.96564,0.000515,0.000515,0.000515
77,239.359,0.81545,0.63041,1.12096,0.93174,0.86154,0.88715,0.69415,0.61797,0.44042,0.95669,0.0004952,0.0004952,0.0004952
78,241.776,0.71907,0.61207,1.04788,0.90461,0.89231,0.8904,0.69509,0.63364,0.43391,0.95768,0.0004754,0.0004754,0.0004754
79,244.177,0.86203,0.83185,1.26887,0.93378,0.86154,0.88807,0.68264,0.63598,0.42646,0.95294,0.0004556,0.0004556,0.0004556
80,246.54,0.78684,0.69039,1.10996,1,0.87521,0.88788,0.6701,0.65375,0.43704,0.96723,0.0004358,0.0004358,0.0004358
81,248.829,0.87642,0.79198,1.13426,0.99675,0.86154,0.88504,0.66614,0.71787,0.45535,1.01698,0.000416,0.000416,0.000416
82,251.13,0.91377,0.83526,1.20185,0.97858,0.84615,0.88578,0.6693,0.70905,0.46306,1.01511,0.0003962,0.0003962,0.0003962
83,253.63,0.84271,0.80787,1.16078,0.99237,0.84615,0.89111,0.67607,0.65781,0.42034,0.98732,0.0003764,0.0003764,0.0003764
84,256.016,0.66298,0.68493,1.04857,0.99261,0.87692,0.89373,0.67888,0.66748,0.40802,0.9893,0.0003566,0.0003566,0.0003566
85,258.411,0.79571,0.59207,1.14623,0.98893,0.86154,0.89243,0.67623,0.6732,0.42693,0.98513,0.0003368,0.0003368,0.0003368
86,260.811,0.75441,0.61266,1.06523,0.99163,0.83077,0.89017,0.69681,0.65347,0.43366,0.95778,0.000317,0.000317,0.000317
87,263.175,0.71648,0.57166,1.08845,0.9612,0.83077,0.88822,0.7001,0.61118,0.42418,0.93407,0.0002972,0.0002972,0.0002972
88,265.589,0.80621,0.75024,1.13457,0.96028,0.84615,0.88796,0.70281,0.62291,0.42541,0.93952,0.0002774,0.0002774,0.0002774
89,268.503,0.75621,0.62777,1.07941,0.9777,0.86154,0.89348,0.70596,0.62155,0.42944,0.93351,0.0002576,0.0002576,0.0002576
90,271.057,0.68504,0.56255,1.02759,0.96602,0.87692,0.89378,0.7089,0.60504,0.43114,0.92617,0.0002378,0.0002378,0.0002378
91,293.755,0.70556,0.69208,1.14376,0.93438,0.87634,0.88459,0.68117,0.6286,0.42429,0.94594,0.000218,0.000218,0.000218
92,297.74,0.658,0.69175,1.08459,0.97484,0.86154,0.88648,0.67522,0.66907,0.45369,0.98143,0.0001982,0.0001982,0.0001982
93,301.238,0.60856,0.52253,1.04909,0.97511,0.86154,0.88265,0.67417,0.6579,0.4647,0.97975,0.0001784,0.0001784,0.0001784
94,305.14,0.63202,0.57888,1.00594,0.97446,0.86154,0.88054,0.68513,0.59407,0.46151,0.94591,0.0001586,0.0001586,0.0001586
95,309.257,0.60425,0.49662,1.05428,0.94948,0.87692,0.8817,0.70199,0.55718,0.45524,0.9293,0.0001388,0.0001388,0.0001388
96,312.623,0.68394,0.59775,1.07754,0.96031,0.87692,0.88154,0.70396,0.55407,0.43739,0.93295,0.000119,0.000119,0.000119
97,316.217,0.70676,0.49664,1.14706,0.98207,0.84286,0.88294,0.69928,0.56361,0.43733,0.93764,9.92e-05,9.92e-05,9.92e-05
98,319.907,0.66101,0.59689,1.08693,0.98208,0.84298,0.88518,0.70003,0.59027,0.43262,0.95161,7.94e-05,7.94e-05,7.94e-05
99,323.598,0.55075,0.47434,1.03821,0.98207,0.84251,0.88837,0.69842,0.60172,0.42335,0.95342,5.96e-05,5.96e-05,5.96e-05
100,326.998,0.60351,0.50848,1.07145,0.98203,0.84063,0.89054,0.69968,0.59478,0.41663,0.94484,3.98e-05,3.98e-05,3.98e-05
